start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
2024-10-11 19:00:50.337,2024-10-11 19:01:02.476,"Okay, can you describe it differently?",Robot,,,,12.0,57.0,2.0,,,,,req-clar,
2024-10-11 19:01:02.476,2024-10-11 19:01:03.646,woman with dark hair pulled back,Human,24.0,0.5995148368824589,SUCCESS_LOW,12.0,57.0,2.0,24.0,,outer,,clar-repair,
2024-10-11 19:01:03.646,2024-10-11 19:01:06.787,the woman with ponytail?,Robot,,,,12.0,57.0,2.0,,,,,req-clar,
2024-10-11 19:01:06.787,2024-10-11 19:01:06.851,yes,Human,,,,12.0,57.0,2.0,,,,,answer,
2024-10-11 19:01:06.851,2024-10-11 19:01:06.852,"Oh, the woman with ponytail is in spot 5 for me.",Robot,,,,12.0,57.0,2.0,24.0,24.0,outer,correct,ack-done,
2024-10-11 19:01:06.852,2024-10-11 19:01:12.043,And the figure in spot 3?,Robot,,,,12.0,58.0,3.0,,,,,,
2024-10-11 19:01:12.043,2024-10-11 19:01:15.122,,,,,,12.0,,,,,,,,5.0
2024-10-11 19:01:15.122,2024-10-11 19:01:16.895,man with dark hair,Human,25.0,0.2114553674727908,MATCH_MULTIPLE,12.0,58.0,3.0,25.0,,outer,,answer-description,
2024-10-11 19:01:16.895,2024-10-11 19:01:20.528,the man with brown hair?,Robot,,,,12.0,58.0,3.0,,,,,req-clar,
2024-10-11 19:01:20.528,2024-10-11 19:01:20.637,yes,Human,25.0,1.0,SUCCESS_HIGH,12.0,58.0,3.0,25.0,,outer,,clar-repair,
2024-10-11 19:01:20.637,2024-10-11 19:01:20.638,For me the man with brown hair is in spot 4.,Robot,,,,12.0,58.0,3.0,25.0,25.0,outer,correct,ack-done,
2024-10-11 19:01:20.638,2024-10-11 19:01:24.911,"Okay, and spot 4?",Robot,,,,12.0,59.0,4.0,,,,,,
2024-10-11 19:01:24.911,2024-10-11 19:01:27.355,,,,,,12.0,,,,,,,,4.0
2024-10-11 19:01:27.355,2024-10-11 19:01:28.600,blond bob,Human,1.0,0.5775584196969639,SUCCESS_LOW,12.0,59.0,4.0,1.0,,inner,,answer-description,
2024-10-11 19:01:28.600,2024-10-11 19:01:31.978,the blond bob and earrings?,Robot,,,,12.0,59.0,4.0,,,,,req-clar,
2024-10-11 19:01:31.978,2024-10-11 19:01:32.056,yes,Human,,,,12.0,59.0,4.0,,,,,answer,
2024-10-11 19:01:32.056,2024-10-11 19:01:32.057,"Oh, the blond bob and earrings is in spot 1 for me.",Robot,,,,12.0,59.0,4.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 19:01:32.057,2024-10-11 19:01:37.297,And spot 5?,Robot,,,,12.0,60.0,5.0,,,,,,
2024-10-11 19:01:37.297,2024-10-11 19:01:40.693,,,,,,12.0,,,,,,,,1.0
2024-10-11 19:01:40.693,2024-10-11 19:01:42.246,bald man with beard,Human,3.0,0.5178735694905994,SUCCESS_LOW,12.0,60.0,5.0,3.0,,inner,,answer-description,
2024-10-11 19:01:42.246,2024-10-11 19:01:45.327,the beard?,Robot,,,,12.0,60.0,5.0,,,,,req-clar,
2024-10-11 19:01:45.327,2024-10-11 19:01:45.403,yes,Human,,,,12.0,60.0,5.0,,,,,answer,
2024-10-11 19:01:45.403,2024-10-11 19:01:45.404,For me the beard is in spot 2. It's going well!,Robot,,,,12.0,60.0,5.0,3.0,3.0,inner,correct,ack-done; encourage,
2024-10-11 19:01:45.404,2024-10-11 19:01:50.658,That was all of them. We can continue to the next round.,Robot,,,,12.0,,,,,,,,
2024-10-11 19:01:50.658,2024-10-11 19:01:52.648,,,,,,12.0,,,,,,,,2.0
2024-10-11 19:01:52.648,2024-10-11 19:01:52.649,Let's continue!,Robot,,,,13.0,,,,,,,,
2024-10-11 19:01:52.649,2024-10-11 19:02:07.726,Who is in spot 1 for you?,Robot,,,,13.0,61.0,1.0,,,,,,
2024-10-11 19:02:07.726,2024-10-11 19:02:09.416,glasses and grey hair,Human,2.0,0.2498690016269034,SUCCESS_LOW,13.0,61.0,1.0,2.0,,inner,,answer-description,
2024-10-11 19:02:09.416,2024-10-11 19:02:12.473,the glasses?,Robot,,,,13.0,61.0,1.0,,,,,req-clar,
2024-10-11 19:02:12.473,2024-10-11 19:02:12.552,yes,Human,,,,13.0,61.0,1.0,,,,,answer,
2024-10-11 19:02:12.552,2024-10-11 19:02:12.553,For me the glasses is in spot 2.,Robot,,,,13.0,61.0,1.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 19:02:12.553,2024-10-11 19:02:18.234,And spot 2?,Robot,,,,13.0,62.0,2.0,,,,,,
2024-10-11 19:02:18.234,2024-10-11 19:02:22.591,,,,,,13.0,,,,,,,,2.0
2024-10-11 19:02:22.591,2024-10-11 19:02:23.674,bald man with beard,Human,3.0,0.4225628980350773,SUCCESS_LOW,13.0,62.0,2.0,3.0,,inner,,answer-description,
2024-10-11 19:02:23.674,2024-10-11 19:02:27.550,the beard?,Robot,,,,13.0,62.0,2.0,,,,,req-clar,
2024-10-11 19:02:27.550,2024-10-11 19:02:27.611,yes,Human,,,,13.0,62.0,2.0,,,,,answer,
2024-10-11 19:02:27.611,2024-10-11 19:02:27.612,"Let's see, no, for me the beard is in spot 1.",Robot,,,,13.0,62.0,2.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 19:02:27.612,2024-10-11 19:02:33.608,And spot 3?,Robot,,,,13.0,63.0,3.0,,,,,,
2024-10-11 19:02:33.608,2024-10-11 19:02:39.231,,,,,,13.0,,,,,,,,1.0
2024-10-11 19:02:39.231,2024-10-11 19:02:40.496,dark hair and glasses,Human,28.0,0.3918690947908704,SUCCESS_LOW,13.0,63.0,3.0,28.0,,outer,,answer-description,
2024-10-11 19:02:40.496,2024-10-11 19:02:43.459,the man with dark hair?,Robot,,,,13.0,63.0,3.0,,,,,req-clar,
2024-10-11 19:02:43.459,2024-10-11 19:02:43.551,yes,Human,,,,13.0,63.0,3.0,,,,,answer,
2024-10-11 19:02:43.551,2024-10-11 19:02:43.552,"Oh, the man with dark hair is in spot 4 for me.",Robot,,,,13.0,63.0,3.0,28.0,28.0,outer,correct,ack-done,
2024-10-11 19:02:43.552,2024-10-11 19:02:48.739,"Okay, let's move on to spot 4.",Robot,,,,13.0,64.0,4.0,,,,,,
2024-10-11 19:02:48.739,2024-10-11 19:02:50.947,,,,,,13.0,,,,,,,,4.0
2024-10-11 19:02:50.947,2024-10-11 19:02:52.254,brown bob,Human,23.0,0.0744362408656679,MATCH_MULTIPLE,13.0,64.0,4.0,23.0,,outer,,answer-description,
2024-10-11 19:02:52.254,2024-10-11 19:02:55.266,the woman with medium-length hair?,Robot,,,,13.0,64.0,4.0,,,,,req-clar,
2024-10-11 19:02:55.266,2024-10-11 19:02:55.370,yes,Human,23.0,1.0,SUCCESS_HIGH,13.0,64.0,4.0,23.0,,outer,,clar-repair,
2024-10-11 19:02:55.370,2024-10-11 19:02:55.371,"Let's see, no, for me the woman with medium-length hair is in spot 5.",Robot,,,,13.0,64.0,4.0,23.0,23.0,outer,correct,ack-done,
2024-10-11 19:02:55.371,2024-10-11 19:03:00.716,And spot 5?,Robot,,,,13.0,65.0,5.0,,,,,,
2024-10-11 19:03:00.716,2024-10-11 19:03:02.952,,,,,,13.0,,,,,,,,5.0
2024-10-11 19:03:02.952,2024-10-11 19:03:04.549,blond bob,Human,1.0,0.6383544136712432,SUCCESS_HIGH,13.0,65.0,5.0,1.0,,inner,,answer-description,
2024-10-11 19:03:04.549,2024-10-11 19:03:04.550,"Let's see, no, for me the blond bob and earrings is in spot 3. Keep it up!",Robot,,,,13.0,65.0,5.0,1.0,1.0,inner,correct,ack-done; encourage,
2024-10-11 19:03:04.550,2024-10-11 19:03:09.755,This round is finished. Please press the button to continue to the next one.,Robot,,,,13.0,,,,,,,,
2024-10-11 19:03:09.755,2024-10-11 19:03:12.591,,,,,,13.0,,,,,,,,3.0
2024-10-11 19:03:12.591,2024-10-11 19:03:12.592,Let's continue!,Robot,,,,14.0,,,,,,,,
2024-10-11 19:03:12.592,2024-10-11 19:03:17.330,Who is in spot 1 for you?,Robot,,,,14.0,66.0,1.0,,,,,,
2024-10-11 19:03:17.330,2024-10-11 19:03:18.418,brown hair woman,Human,1.0,0.1746515282063729,SUCCESS_LOW,14.0,66.0,1.0,19.0,,outer,,answer-description,
2024-10-11 19:03:18.418,2024-10-11 19:03:22.270,the blond bob and earrings?,Robot,,,,14.0,66.0,1.0,,,,,req-clar,
2024-10-11 19:03:22.270,2024-10-11 19:03:22.339,no,Human,,,,14.0,66.0,1.0,,,,,clar-negative,
2024-10-11 19:03:22.339,2024-10-11 19:03:22.340,"Okay, let's try again.",Robot,,,,14.0,66.0,1.0,,,,,ack,
2024-10-11 19:03:22.340,2024-10-11 19:03:27.971,Who is in spot 1 for you?,Robot,,,,14.0,66.0,1.0,,,,,,
2024-10-11 19:03:27.971,2024-10-11 19:03:30.061,woman with wavy hair,Human,19.0,0.3175554246669239,SUCCESS_LOW,14.0,66.0,1.0,19.0,,outer,,answer-description,
2024-10-11 19:03:30.061,2024-10-11 19:03:33.279,the woman with medium-length hair?,Robot,,,,14.0,66.0,1.0,,,,,req-clar,
2024-10-11 19:03:33.279,2024-10-11 19:03:33.308,yea,Human,,,,14.0,66.0,1.0,,,,,answer,
2024-10-11 19:03:33.308,2024-10-11 19:03:36.648,"I'm sorry, I don't know whether you mean yes or no.",Robot,,,,14.0,66.0,1.0,,,,,req-clar,
2024-10-11 19:03:36.648,2024-10-11 19:03:36.727,yes,Human,,,,14.0,66.0,1.0,,,,,answer,
2024-10-11 19:03:36.727,2024-10-11 19:03:36.728,"Let's see, no, for me the woman with medium-length hair is in spot 3. Keep it up!",Robot,,,,14.0,66.0,1.0,19.0,19.0,outer,correct,ack-done; encourage,
2024-10-11 19:03:36.728,2024-10-11 19:03:44.629,"Okay, let's move on to spot 2.",Robot,,,,14.0,67.0,2.0,,,,,,
2024-10-11 19:03:44.629,2024-10-11 19:03:47.051,,,,,,14.0,,,,,,,,3.0
2024-10-11 19:03:47.051,2024-10-11 19:03:48.270,glasses,Human,2.0,1.0,SUCCESS_HIGH,14.0,67.0,2.0,2.0,,inner,,answer-description,
2024-10-11 19:03:48.270,2024-10-11 19:03:48.271,"Ah, the glasses is in the same spot in my picture.",Robot,,,,14.0,67.0,2.0,2.0,2.0,inner,correct,ack-done,
2024-10-11 19:03:48.271,2024-10-11 19:03:54.112,And the figure in spot 3?,Robot,,,,14.0,68.0,3.0,,,,,,
2024-10-11 19:03:54.112,2024-10-11 19:03:56.912,,,,,,14.0,,,,,,,,2.0
2024-10-11 19:03:56.912,2024-10-11 19:03:59.159,blond bob,Human,1.0,0.5808188102556343,SUCCESS_LOW,14.0,68.0,3.0,1.0,,inner,,answer-description,
2024-10-11 19:03:59.159,2024-10-11 19:04:02.498,the blond bob and earrings?,Robot,,,,14.0,68.0,3.0,,,,,req-clar,
2024-10-11 19:04:02.498,2024-10-11 19:04:02.580,yes,Human,,,,14.0,68.0,3.0,,,,,answer,
2024-10-11 19:04:02.580,2024-10-11 19:04:02.581,"Oh, the blond bob and earrings is in spot 5 for me.",Robot,,,,14.0,68.0,3.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 19:04:02.581,2024-10-11 19:04:06.431,And the figure in spot 4?,Robot,,,,14.0,69.0,4.0,,,,,,
2024-10-11 19:04:06.431,2024-10-11 19:04:10.942,,,,,,14.0,,,,,,,,5.0
2024-10-11 19:04:10.942,2024-10-11 19:04:13.620,man with dark hair,Human,21.0,0.1373558880076027,MATCH_MULTIPLE,14.0,69.0,4.0,21.0,,outer,,answer-description,
2024-10-11 19:04:13.620,2024-10-11 19:04:17.808,the man with brown hair?,Robot,,,,14.0,69.0,4.0,,,,,req-clar,
2024-10-11 19:04:17.808,2024-10-11 19:04:17.913,yes,Human,21.0,1.0,SUCCESS_HIGH,14.0,69.0,4.0,21.0,,outer,,clar-repair,
2024-10-11 19:04:17.913,2024-10-11 19:04:17.914,For me the man with brown hair is in spot 1.,Robot,,,,14.0,69.0,4.0,21.0,21.0,outer,correct,ack-done,
2024-10-11 19:04:17.914,2024-10-11 19:04:22.236,And the one in spot 5?,Robot,,,,14.0,70.0,5.0,,,,,,
2024-10-11 19:04:22.236,2024-10-11 19:04:26.388,,,,,,14.0,,,,,,,,1.0
2024-10-11 19:04:26.388,2024-10-11 19:04:27.965,bald man with beard,Human,3.0,0.5650361640398274,SUCCESS_LOW,14.0,70.0,5.0,3.0,,inner,,answer-description,
2024-10-11 19:04:27.965,2024-10-11 19:04:31.708,the beard?,Robot,,,,14.0,70.0,5.0,,,,,req-clar,
2024-10-11 19:04:31.708,2024-10-11 19:04:31.792,yes,Human,,,,14.0,70.0,5.0,,,,,answer,
2024-10-11 19:04:31.792,2024-10-11 19:04:31.793,"Let's see, no, for me the beard is in spot 4.",Robot,,,,14.0,70.0,5.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 19:04:31.793,2024-10-11 19:04:37.032,This round is finished. Please press the button to continue to the next one.,Robot,,,,14.0,,,,,,,,
2024-10-11 19:04:37.032,2024-10-11 19:04:39.166,,,,,,14.0,,,,,,,,4.0
2024-10-11 19:04:39.166,2024-10-11 19:04:39.167,Let's continue!,Robot,,,,15.0,,,,,,,,
2024-10-11 19:04:39.167,2024-10-11 19:04:45.059,Who is in spot 1 for you?,Robot,,,,15.0,71.0,1.0,,,,,,
2024-10-11 19:04:45.059,2024-10-11 19:04:46.676,woman with brown hair,Human,18.0,0.1571845374458926,SUCCESS_LOW,15.0,71.0,1.0,18.0,,outer,,answer-description,
2024-10-11 19:04:46.676,2024-10-11 19:04:50.302,the woman with dark hair?,Robot,,,,15.0,71.0,1.0,,,,,req-clar,
2024-10-11 19:04:50.302,2024-10-11 19:04:50.600,yes,Human,,,,15.0,71.0,1.0,,,,,answer,
2024-10-11 19:04:50.600,2024-10-11 19:04:50.601,For me the woman with dark hair is in spot 5. Keep it up!,Robot,,,,15.0,71.0,1.0,18.0,18.0,outer,correct,ack-done; encourage,
2024-10-11 19:04:50.601,2024-10-11 19:04:55.264,"Okay, let's move on to spot 2.",Robot,,,,15.0,72.0,2.0,,,,,,
2024-10-11 19:04:55.264,2024-10-11 19:04:58.584,,,,,,15.0,,,,,,,,5.0
2024-10-11 19:04:58.584,2024-10-11 19:05:00.056,bald man with beard,Human,3.0,0.405588312621198,SUCCESS_LOW,15.0,72.0,2.0,3.0,,inner,,answer-description,
2024-10-11 19:05:00.056,2024-10-11 19:05:03.524,the beard?,Robot,,,,15.0,72.0,2.0,,,,,req-clar,
2024-10-11 19:05:03.524,2024-10-11 19:05:03.896,yes,Human,,,,15.0,72.0,2.0,,,,,answer,
2024-10-11 19:05:03.896,2024-10-11 19:05:03.897,"Oh, the beard is in spot 1 for me.",Robot,,,,15.0,72.0,2.0,3.0,3.0,inner,correct,ack-done,
2024-10-11 19:05:03.897,2024-10-11 19:05:09.420,And the one in spot 3?,Robot,,,,15.0,73.0,3.0,,,,,,
2024-10-11 19:05:09.420,2024-10-11 19:05:13.005,,,,,,15.0,,,,,,,,1.0
2024-10-11 19:05:13.005,2024-10-11 19:05:14.271,blond bob,Human,1.0,0.8624252206563817,SUCCESS_HIGH,15.0,73.0,3.0,1.0,,inner,,answer-description,
2024-10-11 19:05:14.271,2024-10-11 19:05:14.272,"Ah, the blond bob and earrings is in the same spot in my picture.",Robot,,,,15.0,73.0,3.0,1.0,1.0,inner,correct,ack-done,
2024-10-11 19:05:14.272,2024-10-11 19:05:18.884,"Okay, let's move on to spot 4.",Robot,,,,15.0,74.0,4.0,,,,,,
2024-10-11 19:05:18.884,2024-10-11 19:05:24.231,,,,,,15.0,,,,,,,,3.0
2024-10-11 19:05:24.231,2024-10-11 19:05:25.482,dark hair and glasses,Human,2.0,0.2712342985957834,SUCCESS_LOW,15.0,74.0,4.0,32.0,,outer,,answer-description,
2024-10-11 19:05:25.482,2024-10-11 19:05:29.191,the glasses?,Robot,,,,15.0,74.0,4.0,,,,,req-clar,
2024-10-11 19:05:29.191,2024-10-11 19:05:29.272,yes,Human,,,,15.0,74.0,4.0,,,,,answer,
2024-10-11 19:05:29.272,2024-10-11 19:05:29.273,"Let's see, no, for me the glasses is in spot 2.",Robot,,,,15.0,74.0,4.0,32.0,2.0,outer,incorrect,ack-done,
2024-10-11 19:05:29.273,2024-10-11 19:05:34.877,And the one in spot 5?,Robot,,,,15.0,75.0,5.0,,,,,,
2024-10-11 19:05:34.877,2024-10-11 19:05:45.190,,,,,,15.0,,,,,,,,3.0
2024-10-11 19:05:45.190,2024-10-11 19:05:46.371,glasses,Human,32.0,0.571838868087998,SUCCESS_LOW,15.0,75.0,5.0,2.0,,inner,,answer-description,
2024-10-11 19:05:46.371,2024-10-11 19:05:51.425,the man with brown hair?,Robot,,,,15.0,75.0,5.0,,,,,req-clar,
2024-10-11 19:05:51.425,2024-10-11 19:05:51.507,no the other,Human,,,,15.0,75.0,5.0,,,,,clar-negative,
2024-10-11 19:05:51.507,2024-10-11 19:05:51.508,"Okay, let's try again.",Robot,,,,15.0,75.0,5.0,,,,,ack,
2024-10-11 19:05:51.508,2024-10-11 19:06:01.288,Who is in spot 5 for you?,Robot,,,,15.0,75.0,5.0,,,,,,
2024-10-11 19:06:01.288,2024-10-11 19:06:03.859,grey hair and glasses,Human,32.0,0.3734638770797608,SUCCESS_LOW,15.0,75.0,5.0,2.0,,inner,,answer-description,
2024-10-11 19:06:03.859,2024-10-11 19:06:08.057,the man with straight hair?,Robot,,,,15.0,75.0,5.0,,,,,req-clar,
2024-10-11 19:06:08.057,2024-10-11 19:06:08.127,yes,Human,,,,15.0,75.0,5.0,,,,,answer,
2024-10-11 19:06:08.127,2024-10-11 19:06:08.128,"Let's see, no, for me the man with straight hair is in spot 4.",Robot,,,,15.0,75.0,5.0,2.0,32.0,inner,incorrect,ack-done,
2024-10-11 19:06:08.128,2024-10-11 19:06:15.957,We went through all of them. This was the last round! You can press the button to finish the game.,Robot,,,,15.0,,,,,,,,
2024-10-11 19:06:15.957,2024-10-11 19:06:17.724,,,,,,15.0,,,,,,,,4.0
2024-10-11 19:06:17.724,,Goodbye!,Robot,,,,15.0,,,,,,,,
